time,theta1,theta2,omega1,omega2,current,voltage
5.0782,1.22105,-1.08606,0,8.85628,-0.000201465,0
5.0942,1.22105,-0.929592,0,10.5388,-0.00040293,0
5.11017,1.22105,-0.748583,0,11.9167,-0.00100733,0
5.12613,1.22105,-0.546097,0,13.1482,0.000100733,0
5.1422,1.22105,-0.325204,0,14.0054,0.000201465,0
5.15812,1.22105,-0.0981748,0,14.4862,-0.00110806,0
5.1741,1.22105,0.131922,0,13.9448,-0.00110806,0
5.19009,1.22105,0.358952,0,13.9067,-0.000302198,0
5.20571,1.22105,0.573709,0,13.1074,-0.000503663,0
5.22144,1.22105,0.760854,0,12.0198,0,0
5.23747,1.22105,0.951068,0,10.4324,-0.000503663,0
5.2533,1.22105,1.09526,0,8.82523,-0.00040293,0
5.26947,1.22105,1.22718,0,7.12409,-0.00040293,0
5.28536,1.22105,1.32229,0,5.2851,-0.000201465,0
5.30127,1.22105,1.38672,0,3.65276,-0.000201465,0
5.31701,1.22105,1.4174,0,2.06954,-0.00040293,0
5.33314,1.22105,1.42353,0,0.99424,-0.000604396,0
5.34958,1.22105,1.39592,0,-1.68418,-0.000906593,0
5.3651,1.22105,1.3407,0,-4.19188,-0.000805861,0
5.38114,1.22105,1.2548,0,-6.141,-0.00040293,0
5.39713,1.22105,1.13821,0,-7.92855,-0.00040293,0
5.41303,1.22105,0.99402,0,-9.70043,-0.000201465,0
5.42876,1.22105,0.825282,0,-11.2859,-0.000201465,0
5.44483,1.22105,0.632,0,-12.6005,0,0
5.46076,1.22105,0.423379,0,-13.5932,-0.000503663,0
5.47721,1.22105,0.199418,0,-14.1939,-0.000100733,0
5.49269,1.22105,-0.0306796,0,-14.3801,0,0
5.50867,1.22105,-0.254641,0,-14.2278,-0.00110806,0
5.52488,1.22105,-0.475534,0,-13.4076,-0.000201465,0
5.54025,1.22105,-0.681087,0,-12.3363,0,0
5.5565,1.22105,-0.855961,0,-11.0668,-0.00130952,0
5.57245,1.22105,-1.02777,0,-9.38743,-0.000503663,0
5.58817,1.22105,-1.15662,0,-7.89511,-0.000604396,0
5.60425,1.22105,-1.264,0,-6.08962,-0.000604396,0
5.62003,1.22105,-1.3407,0,-4.36027,-0.000100733,0
5.63595,1.22105,-1.38979,0,-2.78397,-0.000604396,0
5.65157,1.22105,-1.40819,0,-1.41143,-0.000705128,0
5.66841,1.22105,-1.39285,0,0.610395,-0.00110806,0
5.68352,1.22105,-1.3499,0,3.09172,-0.00100733,0
5.69953,1.22105,-1.27627,0,5.1922,-0.000503663,0
5.71559,1.22105,-1.17196,0,7.23629,-0.000906593,0
5.73139,1.22105,-1.04004,0,9.04438,-0.00040293,0
5.74736,1.22105,-0.889709,0,10.5308,-0.000604396,0
5.76322,1.22105,-0.696427,0,11.9648,0.000100733,0
5.77907,1.22105,-0.506214,0,13.0778,0,0
5.79515,1.22105,-0.291456,0,13.8203,-0.00040293,0
5.81114,1.22105,-0.0644272,0,14.2312,-0.000302198,0
5.82712,1.22105,0.159534,0,14.2668,-0.000604396,0
5.84311,1.22105,0.380427,0,13.6624,-0.000705128,0
5.85924,1.22105,0.604388,0,12.6948,0.000201465,0
5.87566,1.22105,0.79767,0,11.4567,0.000503663,0
5.89089,1.22105,0.957204,0,10.0787,-0.000604396,0
5.90698,1.22105,1.1014,0,8.40306,-0.000604396,0
5.92292,1.22105,1.22105,0,6.59378,-0.000100733,0
